,name,nickname,wins,losses,draws,height,weight,reach,stance,dob,sig_str_pm,str_acc,strikes_abs_pm,sig_str_def,td_avg,td_acc,td_def,sub_avg
2805,Ismail Naurdiev,,25,8,0,"5' 10""",185 lbs.,"74""",Orthodox,"Aug 18, 1996",3.66,52%,1.75,64%,1.48,40%,73%,0.2
2806,Danny Navarro,,17,7,0,"5' 10""",155 lbs.,--,,"May 27, 1983",3.83,32%,4.62,57%,2.17,25%,100%,0.0
2807,Marcio Navarro,The Locomotive,14,14,0,"6' 0""",155 lbs.,--,,"Sep 17, 1978",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2808,Tafon Nchukwi,Da Don,6,4,0,"6' 0""",185 lbs.,"77""",Orthodox,"Oct 14, 1994",5.57,52%,4.11,54%,0.76,57%,64%,0.0
2809,Dustin Neace,The Beast,25,21,1 (1 NC),"5' 9""",145 lbs.,"69""",,"Sep 12, 1986",2.08,32%,2.66,56%,0.00,0%,0%,1.7
2810,Josh Neal,,5,11,0,"6' 0""",185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2811,Joe Neal,Nine Lives,6,2,0,"5' 6""",135 lbs.,--,,"Jul 29, 1986",1.87,19%,3.80,66%,0.00,0%,0%,0.0
2812,Geoff Neal,Handz of Steel,16,7,0,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990",5.05,51%,5.48,57%,0.54,45%,87%,0.1
2813,Stanislav Nedkov,Stucky,12,2,0 (1 NC),"5' 11""",205 lbs.,"71""",Orthodox,"Dec 09, 1981",3.33,43%,5.39,43%,2.77,41%,0%,0.0
2814,Josh Neer,The Dentist,36,16,1,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 24, 1983",3.29,46%,3.63,58%,1.09,34%,46%,1.3
2815,Nicolae Negumereanu,,13,2,0,"6' 0""",205 lbs.,"78""",Orthodox,"Sep 04, 1994",3.58,41%,5.56,39%,1.02,28%,62%,0.0
2816,Steve Nelmark,The Sandman,2,1,0,"6' 0""",240 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2817,Shane Nelson,Sugar,16,7,0,"5' 9""",155 lbs.,"70""",Southpaw,"Nov 29, 1984",1.38,31%,2.84,61%,1.31,18%,54%,1.6
2818,Roy Nelson,Big Country,22,14,0,"6' 0""",263 lbs.,"73""",Orthodox,"Jun 20, 1976",2.18,36%,4.79,46%,1.14,27%,65%,0.1
2819,Gunnar Nelson,Gunni,19,6,1,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988",1.77,61%,3.06,48%,2.00,52%,68%,1.0
2820,Kyle Nelson,The Monster,17,6,1,"5' 11""",155 lbs.,"71""",Switch,"Apr 20, 1991",3.60,45%,4.48,53%,1.18,23%,66%,0.5
2821,Lissette Neri,,6,4,0,"5' 2""",145 lbs.,--,,"Aug 05, 1987",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2822,Mario Neto,Sukata,13,5,0,"6' 0""",229 lbs.,--,Orthodox,--,1.89,50%,1.89,70%,2.84,100%,0%,0.0
2823,Antonio Braga Neto,,9,3,0 (1 NC),"6' 3""",185 lbs.,"77""",Orthodox,"Oct 29, 1987",1.36,33%,3.92,45%,3.07,37%,0%,0.5
2824,Eduardo Neves,Bebezao,7,2,0,"6' 2""",263 lbs.,"78""",Orthodox,"Mar 16, 2000",7.69,65%,6.15,55%,5.77,66%,0%,0.0
2825,Julio Cesar Neves Jr.,Morceguinho,33,1,0,"5' 8""",145 lbs.,--,,"Apr 25, 1994",1.98,35%,4.81,51%,1.06,25%,76%,0.0
2826,Nick Newell,Notorious,14,2,0,"5' 10""",155 lbs.,--,Southpaw,"Mar 17, 1986",3.53,46%,4.07,36%,0.00,0%,33%,0.0
2827,Journey Newson,,10,5,0 (1 NC),"5' 5""",135 lbs.,"67""",Orthodox,"Mar 07, 1989",2.64,32%,2.57,64%,0.56,16%,43%,0.3
2828,Jeff Newton,,4,2,0,"6' 2""",205 lbs.,--,Sideways,"Dec 11, 1966",0.28,20%,1.41,52%,0.00,0%,0%,8.5
2829,Carlos Newton,The Ronin,16,14,0,"5' 9""",170 lbs.,--,Orthodox,"Aug 17, 1976",0.65,41%,1.55,44%,2.47,70%,43%,0.9
2830,Emanuel Newton,The Hardcore Kid,26,12,1,"6' 1""",205 lbs.,--,,"Jan 02, 1984",1.92,49%,1.35,51%,2.02,100%,0%,0.0
2831,Francis Ngannou,The Predator,17,3,0,"6' 4""",250 lbs.,"83""",Orthodox,"Sep 05, 1986",2.33,41%,2.16,41%,0.76,62%,71%,0.3
2832,Nghiem Van Y,,6,2,0,"5' 7""",135 lbs.,"68""",Orthodox,"May 15, 1999",3.84,54%,1.83,71%,0.00,0%,90%,0.0
2833,Ben Nguyen,Ten,16,8,0,"5' 5""",125 lbs.,"65""",Switch,"Aug 03, 1988",3.51,40%,3.01,59%,0.25,33%,63%,1.0
2834,Steven Nguyen,The Ninja,10,2,0,"5' 11""",145 lbs.,"73""",Switch,"May 19, 1993",7.47,42%,7.10,60%,0.24,100%,88%,0.0
2835,Alex Nicholson,The Spartan,7,4,0,"6' 4""",185 lbs.,"77""",Orthodox,"May 02, 1990",4.12,43%,4.65,47%,0.00,0%,50%,0.5
2836,Bo Nickal,,8,1,0,"6' 1""",185 lbs.,"76""",Southpaw,"Jan 14, 1996",3.35,61%,2.07,59%,3.10,55%,100%,2.5
2837,Mike Nickels,,9,5,0,"6' 4""",205 lbs.,--,Orthodox,"Dec 13, 1971",4.44,52%,1.11,64%,11.11,80%,0%,2.8
2838,Matheus Nicolau,,19,6,1,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 06, 1993",3.31,51%,2.98,65%,1.22,43%,90%,0.8
2839,Stewart Nicoll,Kakamora,8,2,0,"5' 5""",125 lbs.,"65""",Orthodox,"Apr 11, 1996",3.00,34%,6.69,48%,2.55,14%,25%,0.0
2840,Jaimelene Nievera,Queenie,7,4,0,"5' 5""",125 lbs.,--,Orthodox,"Oct 28, 1984",1.67,53%,8.73,33%,1.79,16%,0%,0.0
2841,Khomkrit Niimi,The Bumblebee,6,10,0,"5' 2""",125 lbs.,--,,--,0.00,0%,5.73,44%,0.00,0%,0%,0.0
2842,Tom Niinimaki,Stoneface,22,8,1,"5' 9""",145 lbs.,"69""",Orthodox,"Jul 25, 1982",1.91,54%,2.31,58%,2.97,46%,33%,0.5
2843,Ramsey Nijem,,9,6,0,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 01, 1988",3.05,44%,1.62,62%,5.32,62%,55%,1.1
2844,Hans Nijman,,9,7,0,"6' 0""",250 lbs.,--,Switch,"Oct 23, 1959",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2845,Fedor Nikolov,,0,0,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2846,Jack Nilson,,2,6,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2847,Mats Nilsson,,11,4,1,"6' 1""",170 lbs.,--,Orthodox,"Dec 05, 1983",2.99,39%,5.62,63%,3.87,83%,44%,2.3
2848,Guangyou Ning,Smasher,5,4,1,"5' 4""",145 lbs.,"64""",Southpaw,"Dec 15, 1981",2.66,41%,1.91,61%,1.09,50%,62%,0.3
2849,Soichi Nishida,,5,10,1,"5' 11""",320 lbs.,--,Orthodox,"Mar 02, 1967",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2850,Yosuke Nishijima,,0,5,0,"5' 9""",205 lbs.,--,Orthodox,"May 15, 1973",1.72,37%,5.59,56%,0.00,0%,0%,0.0
2851,Yamato Nishikawa,,21,3,6,"5' 7""",155 lbs.,--,Orthodox,"Dec 06, 2002",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2852,Akiyo Nishiura,Wicky Akiyo,13,8,1,"5' 8""",139 lbs.,--,Southpaw,"Aug 08, 1983",1.59,57%,1.26,57%,0.00,0%,52%,0.3
2853,Anthony Njokuani,The Assassin,16,12,0 (1 NC),"6' 1""",155 lbs.,"75""",Orthodox,"Mar 01, 1980",3.94,46%,2.41,65%,0.50,45%,53%,0.2
2854,Chidi Njokuani,Bang Bang,25,11,0 (1 NC),"6' 3""",170 lbs.,"80""",Orthodox,"Dec 31, 1988",4.72,62%,2.64,57%,0.00,0%,73%,0.2
2855,Derrick Noble,The Eraser,27,15,1,"5' 9""",170 lbs.,--,Southpaw,"Aug 14, 1978",6.21,40%,3.79,59%,0.00,0%,0%,0.0
2856,Kyle Noblitt,,11,2,0,"6' 2""",243 lbs.,--,,"Dec 26, 1989",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2857,Pedro Nobre,The Rock,18,4,2 (1 NC),"5' 5""",135 lbs.,--,,"Feb 13, 1986",1.37,30%,9.16,35%,0.00,0%,0%,0.0
2858,Jacob Noe,Psycho,3,11,0 (1 NC),--,205 lbs.,--,,"Jul 29, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2859,Antonio Rodrigo Nogueira,Minotauro,34,10,1 (1 NC),"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976",1.95,42%,2.40,55%,1.30,29%,36%,2.4
2860,Rogerio Nogueira,Minotouro,23,10,0,"6' 2""",205 lbs.,"75""",Southpaw,"Jun 02, 1976",2.43,35%,2.34,59%,0.64,44%,62%,0.8
2861,Alexandre Franca Nogueira,Pequeno,18,6,3,"5' 7""",145 lbs.,--,Orthodox,"Jan 15, 1978",0.60,20%,4.18,57%,0.00,0%,0%,0.0
2862,Talita Nogueira,Treta,6,0,0,"5' 10""",145 lbs.,--,,"Oct 13, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2863,Kyle Noke,,22,10,1,"6' 1""",170 lbs.,"76""",Southpaw,"Mar 18, 1980",3.23,50%,2.09,64%,1.53,54%,66%,0.8
2864,Tom Nolan,Big Train,10,1,0,"6' 3""",155 lbs.,"73""",Southpaw,"Mar 08, 2000",5.87,45%,4.73,48%,0.74,22%,71%,1.9
2865,Eric Nolan,Nightime,8,4,0,"6' 2""",185 lbs.,"74""",Orthodox,"Sep 13, 1997",3.14,39%,5.13,41%,0.00,0%,71%,0.0
2866,Nick Nolte,,5,4,0,"6' 0""",170 lbs.,--,,"Mar 04, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2867,KJ Noons,King,13,9,0 (1 NC),"5' 10""",155 lbs.,"70""",Orthodox,"Dec 07, 1982",3.68,35%,3.78,65%,0.08,20%,68%,0.0
2868,Sage Northcutt,Super,11,2,0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 01, 1996",3.58,52%,1.96,58%,1.81,34%,41%,0.6
2869,Jan Nortje,The Giant,2,6,0,"6' 1""",310 lbs.,--,Southpaw,"Apr 11, 1975",3.32,51%,4.50,32%,0.00,0%,66%,2.9
2870,Scott Norton,Hollywood,7,1,0,"5' 10""",170 lbs.,--,Orthodox,"Mar 15, 1973",0.67,30%,0.34,60%,2.52,25%,0%,0.0
2871,Shohei Nose,,12,5,2,"5' 6""",135 lbs.,"68""",Switch,"Oct 19, 1997",1.52,37%,2.17,52%,2.23,17%,14%,3.6
2872,Jonatas Novaes,,13,5,0,"5' 11""",170 lbs.,--,,"Mar 02, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2873,Jason Novelli,Flipside,11,3,1,"6' 0""",155 lbs.,--,Orthodox,"Jun 08, 1979",1.73,24%,3.55,66%,0.70,33%,100%,0.0
2874,Phillipe Nover,The Filipino Assassin,11,8,1,"5' 9""",145 lbs.,"72""",Orthodox,"Feb 03, 1984",1.79,35%,2.48,56%,0.99,28%,44%,0.7
2875,Shayilan Nuerdanbieke,Wolverine,39,12,0,"5' 8""",145 lbs.,"69""",Orthodox,"May 04, 1994",1.95,45%,2.64,50%,3.30,35%,28%,0.2
2876,Azamat Nuftillaev,Dragon,13,2,1,"6' 0""",234 lbs.,"77""",Orthodox,"Jan 01, 1994",0.60,56%,1.60,25%,4.00,44%,0%,0.0
2877,Diego Nunes,The Gun,19,7,0,"5' 6""",145 lbs.,"67""",Orthodox,"Nov 30, 1982",2.72,43%,2.59,58%,1.18,44%,65%,0.6
2878,Amanda Nunes,The Lioness,23,5,0,"5' 8""",135 lbs.,"69""",Orthodox,"May 30, 1988",4.55,51%,2.62,57%,2.73,54%,82%,0.7
2879,Nina Nunes,,11,7,0,"5' 5""",125 lbs.,"64""",Orthodox,"Dec 03, 1985",4.39,45%,3.47,55%,0.24,33%,73%,0.5
2880,Istela Nunes,,6,6,0 (1 NC),"5' 4""",115 lbs.,"66""",Orthodox,"Jul 23, 1992",4.28,47%,4.07,59%,0.00,0%,47%,0.0
2881,Josiane Nunes,Josi,10,4,0,"5' 2""",135 lbs.,"67""",Southpaw,"Dec 23, 1993",5.65,43%,5.76,51%,0.00,0%,58%,0.0
2882,Diyar Nurgozhay,,10,2,0,"6' 2""",205 lbs.,"74""",Southpaw,"Apr 22, 1997",3.04,50%,2.99,61%,2.54,100%,100%,0.0
2883,Khabib Nurmagomedov,The Eagle,29,0,0,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",4.10,48%,1.75,65%,5.32,48%,84%,0.8
2884,Said Nurmagomedov,,18,5,0,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 05, 1992",3.08,48%,2.05,55%,0.86,15%,63%,1.1
2885,Abubakar Nurmagomedov,,17,4,1,"5' 11""",170 lbs.,"72""",Orthodox,"Nov 13, 1989",2.78,53%,2.61,65%,1.25,22%,88%,0.0
2886,Umar Nurmagomedov,,20,1,0,"5' 8""",135 lbs.,"69""",Orthodox,"Jan 03, 1996",3.86,56%,1.86,61%,4.03,46%,79%,0.2
2887,Adilet Nurmatov,Kok-Zhal,13,2,0,--,155 lbs.,--,,"Aug 02, 1997",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2888,Kennedy Nzechukwu,Chosen,14,6,1,"6' 5""",236 lbs.,"83""",Southpaw,"Jun 13, 1992",4.96,46%,4.58,51%,0.50,45%,80%,0.2
2889,Jake O'Brien,Irish,15,4,0,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984",1.31,31%,1.92,69%,6.39,54%,25%,0.2
2890,TJ O'Brien,The Spider,20,8,0,"6' 2""",155 lbs.,--,Orthodox,"Jan 01, 1987",3.77,46%,4.78,57%,0.94,100%,0%,0.0
2891,Sean O'Connell,The Real OC,17,9,0,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 02, 1983",5.46,48%,6.77,45%,0.00,0%,30%,0.5
2892,Dan O'Connor,Johnny Irish,6,6,0 (1 NC),"5' 4""",115 lbs.,--,,"Nov 17, 1982",4.00,56%,5.10,54%,0.00,0%,100%,0.0
2893,Sean O'Haire,,4,2,0,"6' 5""",270 lbs.,--,Orthodox,"Feb 25, 1971",8.28,57%,22.76,21%,0.00,0%,0%,0.0
2894,Sean O'Malley,Suga,19,3,0 (1 NC),"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994",6.05,60%,3.40,60%,0.24,42%,60%,0.2
2895,Jeremiah O'Neal,,13,25,0,"5' 8""",260 lbs.,--,,"Oct 25, 1977",1.15,40%,7.50,23%,0.00,0%,0%,0.0
2896,Chuck O'Neil,Cold Steel,17,9,0,"6' 2""",170 lbs.,--,,"Sep 22, 1985",3.13,37%,4.40,72%,0.00,0%,0%,0.0
2897,Casey O'Neill,King,10,2,0,"5' 6""",125 lbs.,"69""",Orthodox,"Oct 07, 1997",7.89,52%,5.65,57%,1.45,34%,70%,0.7
2898,Brendan O'Reilly,Badger,6,3,0 (1 NC),"5' 7""",170 lbs.,"69""",Orthodox,"Jun 24, 1987",1.90,47%,2.77,39%,2.22,43%,36%,0.6
2899,Takahiro Oba,,5,7,1,"5' 8""",200 lbs.,--,Southpaw,"Aug 14, 1976",0.23,25%,1.82,69%,0.00,0%,0%,0.0
2900,Nobuhiro Obiya,,12,5,1,"5' 8""",145 lbs.,--,Orthodox,"Jan 15, 1981",0.63,28%,2.53,55%,0.50,50%,41%,0.5
2901,Jose Ochoa,Kalzifer,8,2,0 (1 NC),"5' 7""",125 lbs.,"67""",Southpaw,"Dec 31, 2000",3.01,37%,2.33,60%,0.43,50%,59%,1.3
2902,Christian Ocon,,2,1,0,"5' 8""",135 lbs.,"69""",Orthodox,"Feb 05, 1996",1.73,53%,5.27,34%,0.00,0%,63%,0.0
2903,Richard Odoms,The Black Eagle,13,3,0,"6' 5""",265 lbs.,--,Orthodox,"May 08, 1975",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2904,Volkan Oezdemir,No Time,21,8,0,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 19, 1989",4.99,48%,4.19,55%,0.50,29%,80%,0.1
2905,Kaan Ofli,Genghis,14,4,1,"5' 7""",145 lbs.,"66""",Orthodox,"Jun 19, 1993",2.33,45%,3.34,54%,0.38,7%,0%,0.4
2906,Naoya Ogawa,,7,2,0,"6' 4""",255 lbs.,--,Orthodox,"Mar 31, 1968",2.41,42%,1.66,47%,1.25,100%,66%,1.2
2907,Trey Ogden,Shamurai,18,7,0 (1 NC),"5' 11""",155 lbs.,"72""",Orthodox,"Nov 14, 1989",3.20,50%,3.49,55%,1.89,32%,100%,0.7
2908,Andy Ogle,The Little Axe,9,6,0,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 16, 1989",2.24,44%,2.23,50%,1.44,26%,58%,0.0
2909,Ho Taek Oh,Spider,7,2,1,--,155 lbs.,--,,"Jul 20, 1993",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2910,Michiyoshi Ohara,,0,2,0,"5' 10""",205 lbs.,--,Orthodox,"Nov 15, 1967",0.28,29%,3.13,48%,0.00,0%,33%,0.0
2911,Koji Oishi,,25,10,10,"5' 8""",170 lbs.,--,Orthodox,"May 31, 1977",1.43,9%,17.86,43%,0.00,0%,0%,0.0
2912,Takayuki Okada,Giant Ochiai,3,3,2,"6' 1""",290 lbs.,--,Orthodox,"May 08, 1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2913,Yushin Okami,Thunder,34,12,0,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",2.06,38%,2.25,60%,1.98,39%,84%,0.5
2914,JJ Okanovich,The Bosnian Bomber,7,1,0,"5' 11""",155 lbs.,"76""",Orthodox,"Nov 04, 1990",6.93,55%,5.27,50%,0.00,0%,100%,0.0
2915,Bolaji Oki,The Zulu Warrior,10,3,0,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 15, 1995",6.59,44%,5.15,61%,1.01,60%,66%,0.0
2916,Kazuki Okubo,,7,9,0,"5' 11""",175 lbs.,--,Orthodox,"Jun 30, 1979",1.53,38%,1.97,46%,0.51,25%,36%,2.0
2917,Masakatsu Okuda,,8,5,0,--,--,--,,"Jan 16, 1976",0.00,0%,4.27,34%,0.00,0%,0%,4.3
2918,Aleksei Oleinik,The Boa Constrictor,60,17,1,"6' 2""",240 lbs.,"80""",Orthodox,"Jun 20, 1977",3.29,48%,3.80,44%,1.82,46%,37%,1.9
2919,Michal Oleksiejczuk,Hussar,22,9,0 (1 NC),"6' 0""",185 lbs.,"74""",Southpaw,"Feb 22, 1995",5.85,53%,4.50,59%,1.02,42%,52%,0.0
2920,Cezary Oleksiejczuk,,17,3,0,"6' 3""",185 lbs.,"75""",Southpaw,"Jan 06, 2000",1.99,86%,0.77,47%,5.77,85%,100%,0.0
2921,Rafaello Oliveira,Tractor,17,8,0,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 26, 1982",2.19,33%,3.38,59%,2.49,36%,11%,1.6
2922,Charles Oliveira,Do Bronxs,36,11,0 (1 NC),"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",3.35,54%,3.24,49%,2.22,40%,54%,2.6
2923,Jorge Oliveira,,5,3,1 (1 NC),"6' 1""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2924,Ednaldo Oliveira,Lula,17,3,1 (1 NC),"6' 5""",205 lbs.,--,Orthodox,"Feb 19, 1984",1.03,22%,1.80,52%,0.00,0%,42%,0.0
2925,Alex Oliveira,Cowboy,22,12,1 (2 NC),"5' 11""",170 lbs.,"76""",Orthodox,"Feb 21, 1988",2.99,51%,2.55,46%,2.35,38%,63%,0.6
2926,Maria Oliveira,Spider-Girl,13,7,0,"5' 6""",115 lbs.,"69""",Orthodox,"Dec 12, 1996",5.03,38%,5.76,44%,0.95,44%,47%,0.0
2927,Bruno Oliveira,,8,2,0,"6' 4""",205 lbs.,"80""",Orthodox,"May 02, 1984",3.44,33%,4.92,54%,0.00,0%,0%,0.0
2928,Saimon Oliveira,,18,7,0,"5' 4""",135 lbs.,"72""",Orthodox,"Apr 21, 1991",2.62,42%,3.87,45%,1.18,28%,36%,1.2
2929,Vinicius Oliveira,LokDog,23,4,0,"5' 9""",135 lbs.,"70""",Switch,"Nov 30, 1995",4.73,43%,2.70,57%,1.45,46%,70%,0.2
2930,Ravena Oliveira,Kenoudy,7,3,1,"5' 5""",115 lbs.,"65""",Orthodox,"Feb 20, 1997",1.40,29%,2.80,50%,1.08,66%,50%,0.0
2931,Michael Oliveira,PQD,9,0,0,"6' 1""",170 lbs.,"78""",Orthodox,"Jan 21, 1998",8.40,51%,3.36,66%,0.00,0%,100%,0.0
2932,Wendell Oliveira Marques,The Machine,29,10,0,"5' 10""",170 lbs.,--,Orthodox,"Jun 01, 1983",3.77,47%,4.40,47%,0.00,0%,100%,0.0
2933,Felipe Olivieri,,14,5,0 (1 NC),"5' 9""",155 lbs.,--,Orthodox,"Apr 12, 1985",6.68,58%,4.60,57%,0.00,0%,71%,0.0
2934,Andy Ologun,,3,1,0,"6' 0""",154 lbs.,--,Orthodox,"Jun 12, 1983",2.36,57%,0.32,85%,0.68,100%,80%,0.0
2935,Shana Olsen,Rock Solid,5,2,0,"5' 7""",145 lbs.,--,,"Dec 17, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2936,Casey Olson,The Underdog,14,5,0,"5' 7""",145 lbs.,--,Orthodox,--,2.48,60%,0.00,100%,3.54,57%,100%,1.8
2937,Dennis Olson,,14,11,0,"6' 0""",170 lbs.,--,,--,1.02,42%,5.27,38%,2.77,40%,0%,0.0
2938,Cameron Olson,Cap'n Crunch,7,3,0 (1 NC),"6' 1""",205 lbs.,"75""",Orthodox,"Nov 22, 1989",3.13,47%,2.20,57%,3.00,42%,100%,1.0
2939,Gadzhi Omargadzhiev,,13,2,0,"6' 1""",170 lbs.,"71""",Switch,"Feb 24, 1993",1.80,39%,2.20,39%,1.35,30%,60%,0.5
2940,Alan Omer,,20,5,0,"5' 10""",145 lbs.,--,Orthodox,"Sep 14, 1988",3.49,55%,2.21,64%,1.69,42%,66%,0.0
2941,Daniel Omielanczuk,,19,8,1 (1 NC),"6' 0""",247 lbs.,"74""",Southpaw,"Aug 31, 1982",3.09,57%,3.29,47%,0.56,26%,68%,0.1
2942,Michihiro Omigawa,,17,14,1,"5' 6""",145 lbs.,"68""",Orthodox,"Dec 19, 1975",2.01,39%,3.06,64%,1.19,36%,49%,1.5
2943,David Onama,,14,3,0,"5' 11""",145 lbs.,"74""",Orthodox,"Jun 07, 1994",5.07,50%,4.89,51%,1.05,30%,52%,0.5
2944,Charlie Ontiveros,American Bad Boy,11,9,0,"6' 2""",155 lbs.,"74""",Switch,"Jul 04, 1991",1.89,41%,5.86,31%,0.00,0%,30%,0.0
2945,Chibwikem Onyenegecha,,5,0,0,"6' 3""",185 lbs.,--,Orthodox,"Apr 18, 1994",5.60,55%,3.40,52%,0.00,0%,100%,0.0
2946,Myktybek Orolbai,,15,2,1,"5' 10""",170 lbs.,"74""",Orthodox,"Feb 10, 1998",3.24,48%,3.31,50%,5.48,45%,40%,0.6
2947,Sam Oropeza,,13,3,0,"6' 2""",170 lbs.,--,,"Jun 17, 1985",7.68,56%,1.44,70%,3.60,33%,100%,0.0
2948,Brian Ortega,T-City,16,5,0 (1 NC),"5' 8""",155 lbs.,"69""",Switch,"Feb 21, 1991",3.84,37%,6.38,49%,0.93,25%,54%,0.9
2949,Tito Ortiz,The People's Champ,19,12,1,"6' 3""",205 lbs.,"74""",Orthodox,"Jan 23, 1975",2.59,46%,2.88,60%,2.47,35%,54%,0.6
2950,Jorge Ortiz,The Naked Man,18,9,1 (1 NC),"6' 0""",185 lbs.,--,Orthodox,--,3.53,58%,2.80,73%,0.00,0%,0%,0.0
2951,Dustin Ortiz,,19,8,0,"5' 5""",125 lbs.,"65""",Orthodox,"Dec 25, 1988",2.94,44%,2.17,56%,3.01,36%,52%,0.1
2952,Kenji Osawa,,20,11,2,"5' 7""",135 lbs.,"66""",Orthodox,"Nov 04, 1976",2.34,35%,2.14,63%,0.91,58%,68%,0.7
2953,Ode Osbourne,The Jamaican Sensation,13,9,0 (1 NC),"5' 7""",125 lbs.,"73""",Southpaw,"Jan 09, 1992",3.07,41%,3.43,47%,1.09,30%,66%,0.5
2954,Kurt Osiander,,4,1,0,--,185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2955,Nick Osipczak,,6,3,0,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 30, 1984",2.83,50%,3.77,50%,1.20,45%,71%,1.0
2956,Nissen Osterneck,,12,4,0,"6' 2""",185 lbs.,--,Orthodox,"May 01, 1981",3.15,58%,2.90,41%,0.63,12%,42%,1.3
2957,Rachael Ostovich,,4,6,0,"5' 3""",125 lbs.,"62""",Orthodox,"Feb 25, 1991",2.54,43%,3.97,57%,2.03,83%,66%,0.8
2958,Pedro Otavio,Te Pedro,19,8,0,"6' 3""",245 lbs.,--,Orthodox,"Dec 17, 1967",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2959,Alexander Otsuka,The Diet Butcher,5,13,0,"6' 1""",205 lbs.,--,Orthodox,"Jul 17, 1971",0.90,55%,1.16,51%,1.51,43%,53%,0.8
2960,Takafumi Otsuka,,22,13,2,"5' 6""",139 lbs.,--,Orthodox,"Aug 22, 1986",1.29,27%,2.12,67%,1.64,27%,65%,0.0
2961,Quemuel Ottoni,,12,3,0,"6' 0""",155 lbs.,"72""",Orthodox,"Oct 22, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2962,Zak Ottow,The Barbarian,17,7,0,"5' 11""",170 lbs.,"72""",Orthodox,"Dec 22, 1986",2.63,36%,2.73,58%,0.97,29%,57%,0.4
2963,Artur Oumakhanov,,9,6,0,"5' 7""",154 lbs.,--,Orthodox,"Feb 27, 1979",1.20,33%,1.67,82%,3.00,75%,33%,0.0
2964,Sidney Outlaw,,8,4,0,"5' 8""",170 lbs.,"74""",Orthodox,"Apr 11, 1992",0.13,33%,0.80,71%,3.00,75%,0%,3.0
2965,Alistair Overeem,The Demolition Man,47,19,0 (1 NC),"6' 4""",265 lbs.,"80""",Orthodox,"May 17, 1980",3.67,64%,2.44,57%,1.42,55%,73%,0.8
2966,Valentijn Overeem,,30,32,0,"6' 3""",230 lbs.,--,Orthodox,"Aug 17, 1976",0.93,34%,1.49,58%,1.86,50%,0%,4.7
2967,Craig Oxley,,0,3,0,"5' 9""",155 lbs.,--,,"Feb 14, 1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2968,Shungo Oyama,,14,19,0,"5' 11""",185 lbs.,--,Southpaw,"Apr 11, 1974",0.64,25%,1.96,57%,1.07,57%,62%,0.5
2969,Ren Ozaki,,6,1,2,"5' 7""",135 lbs.,"68""",Orthodox,"Dec 15, 2001",1.20,35%,1.07,55%,0.00,0%,36%,0.0
2970,Alptekin Ozkilic,The Turkish Delight,9,5,0,"5' 5""",125 lbs.,"65""",Orthodox,"Mar 27, 1986",3.81,32%,5.72,59%,4.21,58%,75%,0.0
